POU1HjdXziM,Gurdeep Parhar
XP8K4oS5TGE,Nyika Allen
19KkFCQz8WQ,Bruce Aylward
wlR1ojoiue0,Andrew Youn
4bsiMd1zQ3s,Tim Grunert
kZkQBmKf1qg,Dawn Landes
j4yCdGB2NG4,Randy Borman
scITIoJvMJ0,Danny Hillis
saXfavo1OQo,William Ury
AU66C6HePfg,Madhumita Murgia
BWWPZlaq35U,Landon Wilcock
XbgdpsXDU2o,Richard Dwyer
zjvsA0v7r0g,Ali Kadhim
qqNLSZ6SSSc,AlejAndro Anastasio
MgnnQ2CN6yY,Ash Beckham
xRL2vVAa47I,Scott Galloway
ixsridS3qVs,Tom Standage
q7rz3v588bQ,Kasha Jacqueline Nabagesera
mFnS7wG1qXw,Luke Blazejewski
EhM56Fk2aFk,Kristina Gjerde
2SEv4rU27HY,Frederic Kaplan
nhrZHRqUaT0,Anita Li
TOyygXMkWGQ,Madeline Morgan
Z41BTeAU7DI,Michael Merzenich
U6bYCiS1wF4,Kimber McKay
aT6vIq6S1OE,Toby Shapshak
UoBUXOOdLXY,Massimo Banzi
qMppKiqMpAk,Anjali Tripathi
NRcPXtqdKjE,Sam Killermann
ab9rJPjU4RM,Brye Balla
AQ8cpjEdpmI,David Shing
iEySxTbcr2A,J.D. Vance
a7B39MLVeIc,Jane Poynter
FrxDrpi1XNU,Christopher Soghoian
38OUCtzkT4Q,Moshe Szyf
O0JDDyqtSVY,Shereen El-Feki
5GZu8xECOdw,Sofia Jannok
mGBHC1R3e7s,Meenu Beswal (Manisha)
ZqeASpsKn2E,Christiaan Maats
YsUAEFJsOdA,Keith Campbell
18zvlz5CxPE,Yassmin Abdel-Magied
ofjRnIpXBF0,Brittni Darras
JnfBXjWm7hc,Matt Cutts
jeb0uZBp39o,Minor Disturbance
x8jdxSlf2Dw,Joe Justice
0ygtX2nyexo,David Casarett
DzWjaWFLjgg,Nagesh Kukunoor
IQDrStvBt9s,John Riccitiello
14rYeATuCqQ,Jim Jelinske
iRRw3oD1WS4,Rodney White
SxMWqUe8FdU,Tim Leberecht
lPtPG2lAmm4,RocÃ­o Lorenzo
pWX1oQEGl90,Shoin Wolfe
NVPxmzSPvUw,Tasha Eurich
lrZ2DJzbYYo,Michael Huemer
NEW8RKyMDV0,Douglas Busacker
w32u2NwCve0,Abigail Smith
97rrxS1yBU0,Julian Nixon
3Z6x5t5A9so,Joshua Prager
d8s8e8JdGCc,James Humberstone
HHwXlcHcTHc,Stuart Brown
9Eobo04R7SY,Eman Mohammed
j97WsAz3CDY,Robin Morgan
h9x2SWgwhY4,Mark Harmon
SQe8cR4Jl10,Kevin Breel
JDKy0TfuFS8,Nancy Zuniga
lcZyzcTS5GU,Gerry Cypert
YyXRYgjQXX0,Adam Grant
zStF2WEZMSs,Sofana Dahlan
CRSLBcZgS84,Miguel Nicolelis
bEdvQjTGYP8,Juan Enriquez
Ttshw4mELNk,Danny Dorling
emW1TQ290ec,Skylar Tibbits
HQIi3nUXh0g,Dan Harris-Pascal
rHbjwH2Blfg,Elizabeth Murchison
GhpFTQfiqCs,Roberto D'Angelo & Francesca Fedeli
CBSU7vJn0us,Inga SpriÅ†Ä£e
yBdyFKqwKy0,Aomawa Shields
ibMjhQvAmcI,Anna Sher Simon
vXTFLMmOKV4,Wes Matthews
LPwWYFOFTGU,Jim Hogan
RCXGpEmFbOw,Raffaello D'Andrea
fddYApFEWfY,Dianna Cohen
vMeEKBaiPbg,Billy Ward
YguBSkeZ4Tk,Ayah Bdeir
QYGO5tepBLY,Luis Razo
zmDENxTPn8Q,Eben Bayer
5HL1BEC024g,Taylor Wilson
G8w4UQL6aI0,Daniel Libeskind
j7RsRnYlz7I,Rose George
BhMKmovNjvc,Arthur Benjamin
vUP0ytS6ba4,Rachel Abrams
szU2S1infqc,Mick Mountz
DzNNS4rcIjs,Sebastian Kraves
ytJyT9oDEm4,Bettina Breunig
6c0VtOdibcI,Morgan Spurlock
xAgawjzimjc,Ashley Graham
BMDSPhk7JSY,Celeste Headlee
bRCo1Wxksfg,Madeline Toal
a2MR5XbJtXU,Caroline Goyder
tFX1nQLZUVM,Kenneth Shinozuka
1CdmpHLSZRU,Jacob Biamonte
hCop3IGZH2o,Tan Le
c8re1U9rCo4,Andrea Ghez
VEFM905EOUk,Kellam Barta
FXYFLK0KZio,Arnold Blits
lnHXhYSeOJ0,Zara Brownless
iUbfRzxNy20,Brian Goldman
qtAZbSZESOU,Joe Mercaldo
bf7BXwVeyWw,Brian Greene
0FQXicAGy5U,Siddharthan Chandran
27lMmdmySb8,Jonathan Eisen
6W2dsnhC18Q,Nancy Etcoff
xHwMV35yjoE,Jim Robbins
BgbD67U0BAQ,Amelia McPeek
gmSsyvrI2Xw,Matthieu Leventis
ROW9FSc0kIQ,Boyan Slat
S8fxEWsQy9s,Lauren Hug
VpvzrtPtqeE,Bachir Boumaaza
vEli4dfAXrM,Karen Tse
FVSc2FnPnDE,Boyd Varty
DWZsOe1j2w0,Rebecca Brachman
yxC30tEjZk8,Tisha Leslie
8mPpe8AL21A,Cynthia Schneider
tIhk2EswCSU,Dayananda Saraswati
N39xSWTPix0,Carin Bondar
DSSAz5nZBBM,Jonathan Haidt
AWEpeW7Ojzs,Ellen Jorgensen
wQJC2MMB8nA,Bruce Schneier
HuWMO3M1HVQ,Robert Hammond
OIlSXRCSBSI,Raymond Tang
DOvbl3ZPPV4,Billy Collins
MVDXD3oyMJg,Joseph Wilson
apiScBmE6rA,Chris Downey
Ka70SHb1wFE,Shabana Basij-Rasikh
nq0SzGzSc8g,Stuart Firestein
5Jqk1rkuUwU,Jonathan Howard
wtvhqeVoeqI,Victor Saad
A4KMN9W4pRs,Jeff Frost
B43f89Y9fSA,Bill Bernat
b3H9V1jq0A8,Katherine Giuffre
6XS8TA4RBog,Charles Leadbeater
7pVPmmwSeJQ,Dan Berkenstock
Mlt6kaNjoeI,Alastair Parvin
0oAJsPFH2wk,Crystal Robello
46w99bZ3WSM,Mark Applebaum
0lS9NDZ8VZA,Erik Schlangen
KTvSfeCRxe8,Jackson Katz
E27DY3AVA98,Harry Baker
qzwCujeSSSc,Teju Ravilochan
bLGTrz1Zolk,Beth Noveck
c64M1tZyWPM,Myriam Sidibe
JdbJP8Gxqog,Behrokh Khoshnevis
8SG4H4sVSW8,John Carlarne
bSidnKdH5S4,Ken Kamler
BZoKfap4g4w,Hans Rosling
88SlA2EZxtY,Veronique Gabai Pinsky
P2dlq8ZqjDM,Sarah Stack
MIAS1xQc7x8,Christiana Figueres
HdHW77blulg,Christopher W. Clark
jv8m8rycnQs,Joelle Casteix
SNzyG5RzZyY,Izzy Sandston
6VnKV1sr5VQ,Thomas Strange
qKJv4S5peJQ,Mehdi Ordikhani-Seyedlar
pcNxS2i7SvQ,Sandra Akkad
tTcl5I0Wbzk,Matthew DuPlessie
iARReKKgETs,MOUHANNAD MALEK
1nZ9u2ZoIJo,Mumta Ito
VcMyX5R4dzs,Sean Aiken
Cgxsv1riJhI,Joseph Redmon
RcGyVTAoXEU,Kelly McGonigal
12OAr0lt4bk,Rufus Griscom & Alisa Volkman
d3B541KM3q4,Al Gore
dySwrhMQdX4,Martin Hanczyc
1isiSaTSXb8,Kiri Kankhwende
MywGrRvNkWQ,Jessica Munoz
y7A4dZIyI0g,Taison Chang
FrgzvykPILc,Alastair Humphreys
SWvJxasiSZ8,Wael Ghonim
tiSiSM3pk5M,John Hockenberry
B4UnVlU5hAY,Nick Sireau
BGcJXAXSSd0,Richard Resnick
stAstsOxLPc,Egils Milbergs
I2xDZlpInik,Brad Lancaster
GmSfwNFkNJ8,Noa Mintz
SjSHVDfXHQ4,Arthur Benjamin
wmE8dQcZgB4,Mohamad Jebara
Syi9bqfFIdY,Juan Enriquez
SryJK294Psw,Helen Czerski
P82edb1SCNs,Berenice Isabel Ferrari Goelzer
AIfwFLDXFyQ,Stefano Mancuso
mclzytQQMGI,Gordon Brown
AAsSqx2aLsA,Sachin Jha
9JKy6ZfmBn0,Becci Manson
MvXZzKZ3JYQ,Michael Murphy
VohNDqzWP9E,Theo Bennett
j644FLPS5oE,MADE WADE & Truth Is
1sE96vd8W40,Rodney Habib
fSOupkS4VVo,Tristram Wyatt
AgMOJC5R4F8,Chris Kluwe
jryCoo0BrRk,Dawn Huebner
j3qs0q4RBHY,Peter Lynch
H3TFShI7zKc,Mark Ronson
AkUcaludrcI,Deepika Kurup
8ewxApY3uO4,Jennifer Stumm
GOZOhpxSAFI,Francis Menotti
uhn7pS8M89U,Anna Wojna
vFPkEIGUofc,Vered Shavit
AoAbPIbGLUo,Ian Bremmer
ZbYDSIe5jsI,Dilini Sumanapala
dV7TJgJmD2g,Dorothy Oger
Zq7QPnqLoUk,Elif Shafak
z19gIaUmIBU,Woody Roseland
TZkNJFrfdR8,Tim Drake
5XD2kNopsUs,Jason Fried
VSLurJfOSiA,Regina Dugan
2euqcSA4C9w,Caroline Parker
SmQadYi4F14,Sajay Samuel
eGoSdLNceEk,Howard Napper
dWZP8cUEB7Y,Lucien Engelen
hi4QzyuSi6o,Anjini Karthik
eYe0Rca4NbM,Marquise Clark
MSE5Vryrd0I,Fleur Bakker & Mohammed Reza Amiri
MQtWJARMoLw,Ivars Drulle
Bk9wQD6eYts,Anais Tondeur
Sm5xFSUYgdg,Hans & Ola Rosling
MNhCvM5pjfs,Angela Patton
0SFkPxScSM4,Uldus Bakhtiozina
5LgCl7ZyYGs,Sarah Salemi
Sv36Vt9GmH8,Ann Washburn
lxYFURQ7Ehw,Bertrand Piccard
jUIfiLplNqQ,Ed Ulbrich
4cJ08wOqloc,Alex Laskey
hQ4XmSR9zw8,Martina Ressmann
C8OqQ2lmsEo,Selma Seddik
STutVhN7xSs,Mikela Tarlow & Stone Creek Charter Students
qKmuMQT5E6Y,Rogier van der Heide
7Xmr87nsl74,Andreas Schleicher
PYjWLqEScfE,Anab Jain
SF242mxtZN8,Sonia Shah
Hj9oB4zpHww,Sam Harris
AIfBSkVI6NQ,Yvonne O Reilly
qegYP10m2lo,Adam Brock
HYGvts8hre8,Zahira Asmal
8FKYe2v0teI,Sarah Gouia
RplnSVTzvnU,Bettina Warburg
0YNeyBANrTI,Paolo Cardini
F10t7i8wHaM,Sugata Mitra
289ZxBZdKvY,Kandice Sumner
YsXg3J1x4OY,WalÃ© OyÃ©jidÃ©
9SGSSQssNj4,David Brown
Eq1Aes1SWMU,Bruce Duncan
pMYYxSim5QI,Daniel Suarez
uYaF8pSTNSU,Halla TÃ³masdÃ³ttir
3sWTLAS0m9U,Jillian Powers
MlLWTeApqIM,David Brooks
sG2K1S4M8U8,Kwinten Crauwels
2cU56SWXHFw,James Geary
ptIecdCZ3dg,Susan Pinker
l92bqJNkIao,Megan Leckie
rP7nmdDA1Fg,Marlene Zuk
UMSWdzT6rV8,Lara Nobel
HpAaSOgpi50,Robin Rushdi Al-SÃ¡lehi
PnMsSqLwaes,Tommy Caldwell
ST4JS67J0Y4,Justin Torres
D492MbAfBJc,Raul Midon
qZRSPO8NtJc,Ruth Marimo
3vJ4SUH38dQ,Nina Fedoroff
yrcaHGqTqHk,Michael Anti
NPSelwWdPa0,Jen Hawes-Hewitt
Iv3Ud7Shv9g,Laolu Senbanjo
F0ofeD8VKMA,Stewart Brand & Chris Anderson
OT9poHSD2Iw,Hans Rosling
nzj7Wg4DAbs,Yuval Noah Harari
5P04stEjJ9E,Wes Moore
LM3ISST2eg8,Teresa Lynn
qFOooWq2inA,Vesa-Pekka Karinen
DOYASAY7dO4,Mikus Abolins-Abols
dhMoQrLEJe0,Maya Tolstoy
5w5BhwLzoqg,Washington Wachira
93hbqLBpSHI,Holly Morris
ywgdCrcx6oM,George RiceIII
1mUDw0sRZV0,John Green
CfqO1U6lfDs,Ed Yong
fRu9DbUULHM,Alexia Paraskeva
gjCwsdCssdk,Baher Shehata
8QuAokSXiyg,Seconde Nimenya
7oDtWA9fFBU,Michael Vinson
cf3zxHuSM2Y,Mikko Hypponen
MbBHVL4hT90,Fabien Cousteau
ab0PKt50RGs,Miguel Barros
njVJz0wZUfI,Alison Whitmire
rSSSsisz2SM,Gail Reed
9kBKQS7J7xI,R. Luke DuBois
VbeovM4RCh4,Eric Anthony Dorsa
SzFHlwInGwI,Ayyyna Budaeva
tRjqFPwcJgY,Peter Randall-Page
VxESitIllxE,Tom Zimmerman & Simone Bianco
czfduTtXLbI,Lin Kobayashi
2iWi11tkrAM,Tachianna Griffiths
oAUU7cQmYiE,Shelby Felder
iW4fCwfw1vg,Andreas Ch. Braun
dLHWVTa5xZs,Joel Selanikio
qQDC7c2I8l8,Yohebeth Castro
yDpnTrF9N6w,Joe Iconis
SpUtz75lNaw,Canwen Xu
gypAjPp6eps,Tabetha Boyajian
NMr3ShTSKl4,Geoff Mulgan
BImnT7lcLDE,Pearl Arredondo
eJCTAXbSBWs,Anupam Mishra
YbtrDM1aJF0,Slam Nuba
FLbXrNGVXfE,Sir Ken Robinson
bmFhWr693is,Jennifer Healey
CDsNZJTWw0w,Hugh Herr
0UmUgaJwEr0,Jason Fried
9ijS6iMi9gA,Rachel Lloyd
oD06XPtmLZY,Jacqueline Novogratz
XRWTyUVh0BQ,Parag Khanna
tlB1pFwGhA4,Clive Boddy
7s2CoqypMLg,Molly Winter
ag33QJmknXM,Simon Anholt
UJ7QaCFbizo,Torrie Dunlap
aqhzFd4NUPI,Dr. Pam Peeke
DJGreSgaOTc,Shonda Rhimes & Cyndi Stivers
Bqx8abrSIYo,Jim Peal
rGfhahVBIQw,David Brooks
breDQqrkikM,Suzanne Simard
2bvoJAfjWMM,Christian Hextrum
Aqc2SgiOVr8,Molly Dominguez
n4YcornnWFI,Mia Hansson
ws4GZvNeQhQ,Shakespeare at San Quentin
WXqjacxw8zg,Jay W. SHIN
tn9SnXzSc4g,Pierre Latteur
qlty0OPcU6k,Gary Lauder's new traffic sign
4mFzIumKKsc,Robert Eckstein
vtjbyBUYYzY,Jill Sible
Aa2JfigaNcs,Sheila Nirenberg
zHuH8PSVqc0,Jacek Utko
LujWrkYsl64,Janette Sadik-Khan
BcTOSxcv2So,Edward Lucas
HyQp3gGYf3I,Lisa Cravens-Brown
3uSQlcGCHUU,Adam Davidson
zYhgy5ouYLM,Ash Beckham
bbT8jSPS2LA,Rachael McGowen
gBGt5OeAQFk,Stefano Mancuso
Myp1sZBxTR8,Bahia Shehab
78nsxRxbf4w,Jacqueline Way
i5p3NC9OwB0,Ellen Petry Leanse
rjECbQ1rSk0,Phil Plait
l5ZJ6bK1EIc,Iain Hutchison
mwrLVvORugw,Eric Sheninger
TureGeSxSew,Yael Cohen
0g2WE1qXiKM,Beau Lotto & Amy O'Toole
gMNlRovT5x4,Clive Stafford Smith
LETgWDSSzSI,Laurice Snyder
gS3iLapiTCw,Vinay Venkatraman
zpoGgUoqkkQ,Kelly Bos
Yagdvqn2YMU,Stephen Friend
aUYSDEYdmzw,Roselinde Torres
VUT6GQveD0E,Tomas Pueyo
SSudEBkC4O0,Yasmin Greenaway
2Num0P3H7lU,Alice Han
ZIhFcjcc568,Paige Zhang
SGnmDWtyhAs,Alexander Angelov
2iIIDwSJhAg,Otto Bell
XiSPD5aZT7Q,Michael Green
X1LtIS8VGkk,Gabi Telemaco
3vfuCPFb8wk,Willie Smits
jSaLUnl3qpA,Greta Rossi
b6rAgHcuYtE,Stacy Mitchell
XFnGhrCS3Gs,David Blaine
KNSRifMSSvM,McKenna Pope
ShswlNMaUSA,Juliet Doherty
9ebJlcZMx3c,Idriz Zogaj
5tzEpqDtaPE,Wayne Maines
FPhHHtn8On8,Hetain Patel
eSndlO2SMIQ,Marco Tempest
jEMfAJMw51A,Noam Chocron
J9PgY1mbPgM,Knatokie Ford
GHcCs4TPvYA,Michael Rea
hFkI69zJzLI,Dr. Geri Puleo
yyemG7V5ynQ,Alan Siegel
2zvjW9arAZ0,Victor Wooten
JKsHhXwqDqM,Thomas Piketty
F89eycANUrQ,Curtis Carroll
YGoI3B86iX4,Mark Groves
SgjGcBTyScY,Hilary Niver-Johnson
9YR8jNtV4BE,Andrea Boyles
dXMAS2tIknw,Troy Spier
paiRIkWVy0o,Sofia Jawed-Wessel
FEeTLopLkEo,Debbie Sterling
yq3TQoMjXTw,Afra Raymond
uSDSzEToJQ4,JoAnn Kuchera-Morin
MbhNaj88uL4,Nathalie Miebach
oYp5XuGYqqY,Donald Hoffman
TUgBdSyK7S4,Marc Bamuthi Joseph
O4Og5tFNiaU,Christopher Littlefield
MnT1xgZgkpk,Nick Bostrom
RVX8ZSAR4OY,Nicola Osborne
0Fi83BHQsMA,Jose Miguel Sokoloff
Hy4yby7ZAd0,JD Schramm
PL9wP3pAl7A,Naomi Colvin
HlnhCdujYco,Stefano Baldassi
Q0Uo05JoZQo,Nichola Gutgold
DGIuSNks3DA,Katherine Wintsch
2G8C36aKnpU,Jimmy Nelson
EiqqvJgSG7o,Kennedie King
MoSmgcxGYYE,Joseph Keogh
Bc2wVyl8RLI,Leslie T. Chang
ORthzIOEf30,Robert Sapolsky
Uintr2QXSTU,JosÃ© Antonio Abreu
aSLSiIskEFU,Bill & Melinda Gates
eCknUJJc3qU,Janet Crawford
HjcKVB10Ucc,Princess Umul Hatiyya Ibrahim Mahama
WLj0uepcPFs,Jeff Marlow
VM6HZqQKhok,Christian Picciolini
rGaj2VImQec,Edward Tenner
8GQZuzIdeQQ,Ruth Chang
DeUDQo1sYAw,Angela Hucles
AwS1mOwx5gM,Michael Bierut on Small Thing Big Idea
Ytw0I6ytRto,Hendrik Poinar
CE3tL9MMk3U,Debby Herbenick
6aRz72yxHQo,Kameron Butler
weCFbknwZa8,Dr Natalie Riddell
agNlsB530CI,Gloria Bridget
Ja5UAq09lps,Arthur Kay
vSjlCJaEwZE,Matthew Hornsey
7ShFmRzffOg,Sanaka Samarasinha
0snNB1yS3IE,Sarah Kay
vQILP19qABk,Sebastian Wernicke
5OISkgjSjkA,Martin Percy
oHDq1PcYkT4,Atul Gawande
hgui64Kr0Go,Erica Goldson
bq39x2HWjNk,Chelsea Carmona
dDZoGcQVjJg,Jacob Collier
MF2Q6CcGN7E,Ben Witteman
6xsvGYIxJok,Ben Wellington
MHN1gqrXMUM,Elvin Pedersen-Nielsen
cmpu58yv8Sg,Isaac Lidsky
8lw30T0v44A,Jess Nolan
d4Dj0qdWLnk,Nikos Passas
IHBGLHgIWJM,Lisa Gansky
2BOTS9GAjc4,Melinda Gates
9RTkZaX1cH0,Dave Brain
KkyzYjPuxK8,Mikael Krogerus & Roman Tschappeler
tlS3r8Gid90,Soka Moses
o08ykAqLOxk,Michael Green
1tcqfWkiShw,Nilay Kulkarni
4qKAse8388k,Peter Joseph
troxvPRmZm8,ShaoLan
NWUFjb8w9Ps,Dan Meyer
qCrVpRBBSvY,Greg Asner
v50PTSaOOGI,Manuela Baron
43DuLcBFxoY,Sylvia Earle
a6Qvzp516gY,Beth Malone
IJmr7MsS8fw,Robby Hoffman
8olL43PKJKw,T. Morgan Dixon & Vanessa Garrison
7Wc8t26OSxw,Christopher Tollefsen
xjxyEwjG2Es,Matthew Carter
7NJhq163t78,Ryan Lobo
SLk5nU8FrXo,Stefana Broadbent
HFqLoHyCTRc,Nagin Cox
ydZfSuzSHu8,LaDonna Redmond
rPh3c8Sa37M,Tom Chi
bTE0MRRXNzs,Charles Limb
mgSx0q6AjdI,Kelly Brough
9IRv3TOjE1I,Bart Weetjens
HcTtoGhn0Dc,Jamie Mangiameli
NIjjaFCADSE,Ton Van Den Bogert
HDjM5lw8OYo,Michael Patrick Lynch
xossR6eHv3I,Cheryl Hayashi
SEiSloE1rSA,Jonathan Matte
dY9f9bFctUE,Aala El-Khani
NYKcOFQCeno,Robert Lang
ESwp7HN9Zvs,Laura Beveridge
3U6tEcIIAIc,Jonny Ross-Tatam
1l4B16s5i78,Yvonne Botchey
2wseM6wWd74,Elizabeth Blackburn
eS5wqwp64MM,Joe Landolina
p4tffKWs3BM,Nathanael Wright
EXo3qA9V3eI,Steve Ramirez & Xu Liu
IRVdiHu1VCc,Mike Rowe
SnSHsb5xKPo,Rodrigo Bijou
PJUIXSpLoVk,Sophie Houser & Andy Gonzalez
GDnYDLERnRE,Dr Lynda Shaw
V1xt7zgnuK0,Kevin Bahler
0P0mBj09vwk,Robi Sonderegger
OKNpguWW3Sk,Ronnie Green
x95nwilkaio,Shereen El Feki
xPK2Ch90xWo,Topher White
PUh5msG0rG8,Catherine Cortez Masto
S98m4Vod6S8,Harry Baker
O90nfczjNHA,Nynke Tromp
YS9vd4HWlVA,Ramesh Raskar
eNAHVnkll5M,Robin Nagle
8VwTZFYSfvw,Chris Burkard
SN7wO06Yz1E,Julie Taymor
y7LXwGfvxwo,Paul Knoepfler
Jk0AknXMXmc,Dr. Elad Segev
MKlx1DLa9EA,Benjamin Todd
npFSbX7DZ6k,David & Cathy Owens
7CmqNpCofc8,Michael Balzer & Pamela Scott
iP9QFSlBOyA,Ray Anderson
4SIWhJvu0jU,Amy Baxter
APgMXDjLcT4,Matt Wall
SrqmuYvk3iQ,Moshe Szyf
zCvSZBy6SyU,Marisa Peer
tbRM4Q6OI8A,Gerardo Porteny
NcPusGLnqAc,Mary Schweitzer
O1j2A6ndEio,Barbara Coombs Lee
gkKymhU7yi0,Phillip Thurtle
XTf9Sdrq1zg,Rich Benjamin
IZjPnaifVIM,David Birch
ZCS0MZuVBwE,Keith Vanderlinde
B0ESVNX1SYk,Stephen Cave
0FkuRwU8HFc,Beth Rattner
nrVC977gOPc,John Engen
mrZ6q4uUVL4,Sean Holiday
N0vRIqeoefs,Jude Kelly
gwPoM7lGYHw,Elaine Morgan
ARWBdfWpDyc,Dominic Walliman
y6FT80ZoVJY,Brenda Laurel
k7CX2JYxfE8,Aga SzÃ³stek
wMWYLgj1ydw,Gautier Krings
tpKWHSsBpnE,Josh Silver
0pzIPHWR3iY,Laura Graham
IyYgvo2ZJtw,Genna Duberstein
lkVYV2P8dQE,Glenis Redmond
SmoW9jvvMr4,Judson Brewer
Qj4xf3U8dh8,Sara IsakoviÄ‡
bArH8r8jJ4g,Joy Sun
pcSlowAhvUk,Glenn Greenwald
UiCJhSuLdok,Peter Emerson
2tcEgqTWbxQ,Elizabeth Amini
MacRhth2lMM,Muhammed Tlej & Michel Jacobs
JNSgdmKysxA,Natasha Lantz
sIPvnWZ5O6Q,Liz Fiacco
fW6AndSUByo,Helen Fisher
yuu6o4AQwNI,IkÃ© UdÃ©
B7c0W5FZw64,Riley Johnson
TBIL2sdfoVc,Chen Lizra
PS6vDLq64gE,Pamela Meyer
InukG97C8wY,Anna Reynolds
NoCOagL69Ss,Michael Metcalfe
dqMj51Ea1K8,Catharyn Baird
HjSGqwAFRcc,Danielle Bassett
EL9TBKSdHXU,Mechai Viravaidya
6MBaFL7sCb8,Terri Trespicio
zpT5kBrZFVw,Steven Vincent Price
RtFFT4zjyTM,Michelle Knox
XknIGenqHxQ,Dennita Sewell
8Szk2DpgLCs,Ric Elias
7H0USvVSfhU,Lindsey Engh
xy7SMVCRFbQ,Michael De Longis
wvIyVZf3qZU,Doris Kim Sung
ME0OeqjnVAw,Jeremy Balkin
m0ZPM5I1tTg,Meabh Quoirin
5tal0NkWW1E,Baba Shiv
YSQUrUZ6ZTE,Lawrence Raia
uJZWcKOIZMo,Cheyne Gallarde
P1sbSJK1LiI,James Green
NHopJHSlVo4,Derek Sivers
erPzuw7OXsk,Mogok Pauk Pauk
mAw2JSJPJQ0,Ashton Cofer
F6Qo8IDsVNg,David Grady
yg8SBuTuoKk,Cleo Wade
Skxa33RVVh4,Naoko Yamazaki
NhmybGS7FLA,Amara Barroeta
c2tDEZjPJYY,Waad I. Osman
SltDJynTduY,Janine Shepherd
QPC5SP2SFu8,Tim Kruger
OOG65rSM5fA,Kyle Eschen
GlUS6KE67Vs,Melinda French Gates
jSdBXFkQ3S8,Prophet Walker
Si1ZoKSFtSs,Kelly Corless
Kqm9AEvJgxU,Bilal Bomani
rH0AlC2TbR8,Eugene Hennie
dBxvZwJZgdM,Aditi Shankardass
SYwvyjIDk80,Jessi Arrington
TNtlGFUP6Dg,Lihi Lapid
gPQItVxvfZs,Cesar Harada
1hxwsYYz5fI,Alanna Propst
uB2BTxu6cF0,Nat Chaitkin
tTvIEUGCigk,Jeff Olson
NDQ1Mi5I4rg,Susan David
gZlzCc57qX4,Detlef Fetchenhauer
PVzcGhZ8Aeg,Gen. McChrystal
WpEjt71l08I,Liam Stevens
Tg35UfOJhe4,Lily Asch
vGDZmSnSkfo,Senyon Choe
Qt1RPkbF4o4,Dottie Metcalf-Lindenburger
7ZW8SLQftnY,Steve Wing
golS4kh8ETY,Richard Easther
mArrNRWQEso,Larry Page
8xHrpO6p7dE,Jen Lee Reeves
Qt3nVFtjUzk,Angelina Alvarez
th3nnEpITz0,David Autor
FSS4Kv6MlG0,Jackie Boone
fumsXEuiLyk,Marco Tempest
DwShSwvxPKs,Junto Ohki
Znc6TJAAXFU,John Legend
319sQ9sSlyQ,Leila Janah
eJ89At9Xxws,Arthur Potts Dawson
kSR8G8mfp84,Shivani Siroya
501FEzbB1JI,Natalie Panek
vvlozhvQPJw,Teva Sienicki
JISHzvXk5bk,Monica Araya
SeJwaOCYWwM,Vibha PinglÃ©
K5PEJPSwt0k,Darryle Pollack
5K57kcs15DY,Dan Carlin
IPBCxlxSSVk,Elizabeth Lindsey
VMXdSkW6hns,Sue Jaye Johnson
6Waurx8eS1o,Leonard Susskind
YyBk55G7Keo,Caroline Casey
wDkH7Qpu6V4,Amy Moser
3f5lk3PZh74,Ame Sanders
ASxXC37CDSw,Christen Reighter
lWnrS99DNeE,Armando Azua-Bustos
Possj5cXEnM,Oscar Schwartz
xYIGNOHhNe4,Teodora Vasileva
JVwLjC5etEQ,Dr. Kasim Al-Mashat
vrU6YJle6Q4,Azul Terronez
uFIc7XEVyM0,Zara Swindells-Grose
fqJAeReFr8I,Nina Fedoroff
gZCgWmose3c,Andres Lozano
Ftow7dSpaiY,Dame Stephanie Shirley
LizFrxTK5Qo,Kevin Jones
PYSkd46RfVE,Margaret Heffernan
xTBYcSL3MrI,Celia McKeon
YJ5VS3GAucc,Chantelle Brown-Young
bJ8Kq1wucsk,Paul Piff
Xw8U5LXaItM,Cristina MIttermeier
lUO0xDSJQVI,Jun Wang
5XnRSw682bw,Yves Behar
ta2Wvy9FSgA,Ted Halstead
EDLWWP8N6MU,Moky Makura
cK74vhqzeeQ,Karima Bennoune
3KmaFiKvGSM,Arjun Menon
3aJma6R8Ptw,Kelly Stoetzel
LeBKBFAPwNc,George Takei
EzZzZSqpZ4w,Ron Finley
SSogppqBahk,Erin Boyd
Va07q3HFEZQ,Alan Pearce
YSQSLapD3c0,Jennifer Kempton
cpsRAk5HpK4,Hadyn Parry
pDsAqCEo5CY,Indigo Williams
IVSwvhaLzGM,Mikaela Kawaley Lathan
3UFGqjWcVU8,Kate Stafford
aoGJP02CtPA,Sharmeen Obaid Chinoy
rSfHY43qLWs,Roman Gaus
TScetimMBL8,Jonathan Tepperman
DCIL2nvU4x8,Hamish Jolly
5aLiFw8CSEA,Dee Boersma
ukS8T7p2WMQ,Ali Schulte
XAvE61JqkQs,Sam Calagione
5l4cA8zSreQ,Erez Lieberman Aiden & Jean-Baptiste Michel
GbYc9BOU30o,Mathew Platshorn
LS6TWtYWaPA,Ali Partovi
QpmsftF2We4,Neil MacGregor
f7EjekSWGFI,Marleen Laschet
5duz42kHqPs,Danny Doucette
3NdSVi38RM8,Jedidah Isler
OPtxa35JU6Y,Logan Smalley
63XsokRPVSY,Renee Engeln
D9S6G8J6VJg,Alexander Oswald
QeAGu40vZzI,Catherine Bracy
Svo01ldlTQc,Nathan Myhrvold
Jv5tn4MPJV4,Judith OrloffMD
